group,stimulus,FP1,FP2,F7,F8,AF1,AF2,FZ,F4,F3,FC6,FC5,FC2,FC1,T8,T7,CZ,C3,C4,CP5,CP6,CP1,CP2,P3,P4,PZ,P8,P7,PO2,PO1,O2,O1,X,AF7,AF8,F5,F6,FT7,FT8,FPZ,FC4,FC3,C6,C5,F2,F1,TP8,TP7,AFZ,CP3,CP4,P5,P6,C1,C2,PO7,PO8,FCZ,POZ,OZ,P2,P1,CPZ,nd,Y
c,1,18.48,16.08,14.914,11.695,13.555,10.266,13.22,7.258,9.89,4.418,6.414,2.607,4.832,6.516,1.7295,4.184,4.92,3.463,-1.7295,0.2715,-3.6,-2.656,-2.334,-0.4675,-5.906,1.259,1.615,-8.37,-10.78,-9.6,-11.58,0.0,14.914,11.695,8.44,7.684,1.7295,6.516,21.86,3.463,4.92,2.725,1.811,7.63,9.5,1.259,1.615,13.22,-2.334,-0.4675,-4.242,-2.951,0.4736,0.3833,-9.84,-5.562,4.184,-10.86,-11.73,-6.934,-7.656,-5.906,6.355,6.47
c,1,29.44,30.14,27.28,26.17,14.016,12.85,14.86,8.02,8.31,5.004,6.22,0.6367,2.506,8.28,9.54,1.925,3.02,1.088,-0.4456,-2.098,-0.634,-0.6255,-0.8613,-2.729,-0.1958,-0.8667,1.195,-5.066,-4.055,-5.887,-5.293,0.0,27.28,26.17,10.98,11.56,9.54,8.28,29.9,1.088,3.02,1.387,2.6,7.426,7.965,-0.8667,1.195,14.86,-0.8613,-2.729,-2.863,-4.758,1.156,-1.066,-6.598,-6.79,1.925,-4.027,-6.746,-3.027,-2.805,-0.1958,17.64,17.55
c,1,17.62,22.42,12.69,30.89,6.016,9.08,6.324,6.953,2.6,7.242,-4.613,0.01277,-2.355,9.12,-9.02,-1.694,-2.848,1.967,-6.05,1.561,-0.5444,-0.2563,-3.055,2.018,0.5254,1.322,-7.83,1.555,-0.1456,-1.205,-1.81,0.0,12.69,30.89,0.1316,14.44,-9.02,9.12,19.39,1.967,-2.848,3.098,-5.797,3.635,1.111,1.322,-7.83,6.324,-3.055,2.018,-3.645,1.741,-2.266,-0.1981,-1.829,1.649,-1.694,0.827,-1.075,2.318,0.05182,0.5254,-14.875,-14.56
c,1,-2.41,-5.234,-1.95,-7.027,-2.398,-7.562,-3.582,-7.016,-1.633,-5.65,0.04483,-5.758,-1.09,-3.217,2.275,-3.486,1.027,-6.746,6.086,-0.05838,3.408,0.1317,6.805,-1.273,2.418,1.995,6.324,1.687,0.969,0.621,-1.211,0.0,-1.95,-7.027,-1.221,-6.945,2.275,-3.217,-2.56,-6.746,1.027,-3.332,5.043,-6.2,-1.729,1.995,6.324,-3.582,6.805,-1.273,6.605,3.465,2.764,-1.86,3.994,3.6,-3.486,-0.4172,-2.059,1.572,3.316,2.418,-3.201,-3.2
c,1,-9.28,-8.35,-7.33,-4.984,-10.56,-9.07,-8.945,-8.47,-9.164,-5.46,-7.992,-4.35,-6.246,-3.84,-7.65,-6.152,-5.625,-5.45,-1.538,3.154,1.968,1.86,-0.4485,2.707,2.996,2.86,-4.5,2.475,0.4788,0.1378,-2.33,0.0,-7.33,-4.984,-7.82,-6.78,-7.65,-3.84,-7.676,-5.45,-5.625,-0.375,-4.97,-8.26,-9.73,2.86,-4.5,-8.945,-0.4485,2.707,-0.4822,4.406,-0.9707,-1.05,-1.565,1.06,-6.152,2.092,-1.655,3.928,2.932,2.996,-4.72,-4.645
c,1,45.22,45.47,39.12,47.8,19.23,19.02,19.3,12.12,9.4,3.42,-0.2317,1.71,1.12,1.496,-0.575,2.584,0.783,1.581,-6.87,-3.922,-2.658,-2.748,-5.336,-3.908,-1.38,-4.61,-8.97,-5.95,-8.96,-9.516,-15.305,0.0,39.12,47.8,8.984,18.1,-0.575,1.496,47.78,1.581,0.783,-1.893,-3.832,10.305,10.44,-4.61,-8.97,19.3,-5.336,-3.908,-8.66,-4.496,-1.073,-0.574,-15.234,-7.062,2.584,-7.836,-13.95,-4.176,-6.285,-1.38,-8.57,-8.82
c,1,-8.46,-5.21,-9.11,-2.793,-11.62,-9.19,-10.016,-9.17,-9.42,-6.453,-6.12,-5.48,-5.062,-2.248,-6.625,-3.25,-6.473,-7.36,-6.17,-2.152,-1.7,0.97,-4.234,-0.605,0.406,-2.375,-6.96,-0.864,-4.25,-2.387,-4.87,0.0,-9.11,-2.793,-8.836,-7.484,-6.625,-2.248,-8.88,-7.36,-6.473,-3.76,-5.46,-9.04,-9.484,-2.375,-6.96,-10.016,-4.234,-0.605,-6.426,-1.004,-1.91,-1.229,-3.115,0.3547,-3.25,-3.115,-4.184,-0.2634,-2.547,0.406,-10.13,-10.03
c,1,5.22,2.36,4.43,2.69,-3.604,-4.5,-3.422,-7.516,-7.605,-15.26,-9.47,-6.875,-4.38,-15.71,-13.39,-3.37,-7.33,-11.11,-10.01,-14.37,-3.078,-4.816,-5.746,-9.56,-2.082,-19.17,-13.24,-12.33,-11.1,-15.22,-14.914,0.0,4.43,2.69,-8.336,-7.89,-13.39,-15.71,6.73,-11.11,-7.33,-15.41,-8.74,-6.688,-6.094,-19.17,-13.24,-3.422,-5.746,-9.56,-10.59,-14.16,-2.36,-3.525,-13.5,-16.42,-3.37,-11.21,-15.89,-9.47,-7.6,-2.082,-3.133,-3.135
c,1,-1.227,2.64,-3.287,2.297,-0.578,2.443,0.04614,2.57,-1.3,-0.919,-7.29,1.914,0.2264,2.926,8.76,1.136,-1.855,1.307,-3.695,-0.1508,-0.926,1.514,-1.402,-0.1283,-0.2664,-2.334,-4.27,-2.535,-3.213,-5.176,-5.996,0.0,-3.287,2.297,-4.066,1.066,8.76,2.926,-1.559,1.307,-1.855,-0.518,-4.69,2.12,-0.1208,-2.334,-4.27,0.04614,-1.402,-0.1283,-3.9,-1.938,0.4043,0.5405,-6.902,-4.934,1.136,-2.623,-5.67,-0.6895,-2.098,-0.2664,-11.07,-11.12
c,1,-9.24,-6.727,-11.51,-6.1,-8.734,-8.42,-9.25,-7.566,-9.04,-6.293,-9.234,-4.516,-4.35,-6.83,-14.805,-4.08,-5.7,-5.453,-4.03,-0.3335,1.605,2.367,-0.7344,0.746,2.584,-2.74,-7.336,4.477,4.8,3.076,3.625,0.0,-11.51,-6.1,-10.016,-6.965,-14.805,-6.83,-8.89,-5.453,-5.7,-3.285,-7.152,-7.676,-8.22,-2.74,-7.336,-9.25,-0.7344,0.746,0.88,3.105,-1.296,-0.9297,4.305,2.727,-4.08,4.887,3.152,4.125,4.21,2.584,-12.83,-12.69
c,1,-6.688,-6.32,-5.863,-8.22,-5.53,-3.787,-5.383,-3.066,-3.459,-3.893,-7.28,-0.9033,-1.988,-9.51,-5.324,0.0707,-3.635,-0.816,-5.87,-3.24,-1.864,-0.676,-3.264,-1.3,-0.293,-7.207,-7.508,-7.875,-9.1,-11.67,-21.75,-11.19,-5.863,-8.22,-4.402,-4.016,-5.324,-9.51,-6.73,-0.816,-3.635,-1.998,-4.043,-1.647,-2.5,-7.207,-7.508,-5.383,-3.264,-1.3,-6.703,-6.51,-2.393,0.11755,-10.94,-10.94,0.0707,-4.47,-11.02,-4.605,-3.951,-0.293,-16.3,-16.25
c,1,-7.93,-5.88,-8.555,-4.566,-4.77,-3.525,-3.828,-1.601,-3.61,-1.318,-5.094,-0.2905,-0.9824,-4.594,-5.926,1.913,-2.414,0.1295,-1.664,2.291,0.1704,1.247,0.5063,2.408,0.384,1.171,-3.188,-2.22,-3.977,-4.086,2.516,-17.66,-8.555,-4.566,0.96,-0.9717,-5.926,-4.594,-7.957,0.1295,-2.414,-1.338,-3.463,2.428,-2.39,1.171,-3.188,-3.828,0.5063,2.408,-2.273,-3.03,0.7617,0.5586,-4.477,-4.79,1.913,-3.723,-3.344,-0.2532,0.8047,0.384,-12.375,-12.305
c,1,-4.574,-4.625,-5.254,-3.38,-0.2173,-1.376,-1.805,-0.4438,1.763,-5.242,0.871,-0.6377,0.7456,-7.12,-5.19,1.337,-1.029,-1.956,-3.15,-5.52,0.3267,-1.209,-1.422,-2.543,0.08575,-8.08,-5.94,-7.6,-6.668,-11.805,-9.33,-5.242,-5.254,-3.38,-4.99,-2.807,-5.19,-7.12,-5.137,-1.956,-1.029,-5.773,-2.453,3.65,0.7524,-8.08,-5.94,-1.805,-1.422,-2.543,-4.6,-7.945,2.18,-1.425,-8.945,-13.91,1.337,-9.2,-10.06,-4.65,-2.604,0.08575,-10.086,-10.03
c,1,-3.639,-0.4404,-5.516,0.3955,-3.506,1.143,-1.413,1.051,-5.434,1.8955,-6.73,0.129,-2.584,7.043,5.504,-2.04,-2.207,0.0514,0.7256,1.596,1.907,2.695,2.316,3.441,1.904,2.004,0.968,2.652,1.767,0.574,0.743,-12.09,-5.516,0.3955,-3.7,2.79,5.504,7.043,-2.648,0.0514,-2.207,2.213,-0.3296,0.3215,-2.06,2.004,0.968,-1.413,2.316,3.441,2.148,2.533,-3.707,1.032,1.659,0.5654,-2.04,6.95,-0.635,3.129,4.65,1.904,-6.227,-6.14
c,1,-7.004,-4.465,-7.707,-2.342,-8.27,-6.004,-8.586,-3.365,-5.28,-1.159,-1.81,-2.906,-3.535,-0.5234,-2.303,-3.355,-3.625,-2.299,-0.5947,1.843,1.297,1.53,1.054,1.342,2.092,4.0,-1.583,4.316,4.832,4.07,2.158,-3.643,-7.707,-2.342,-5.34,-2.543,-2.303,-0.5234,-6.777,-2.299,-3.625,-0.7407,-2.64,-3.287,-6.773,4.0,-1.583,-8.586,1.054,1.342,2.53,4.203,-2.26,-0.00259,3.873,3.684,-3.355,0.8784,8.47,3.39,4.188,2.092,-5.4,-5.21
c,1,-9.984,-11.086,-9.875,-10.03,-4.156,-4.78,-5.3,-2.557,-1.536,-0.05057,-0.6953,-0.2893,-1.068,-0.1906,-3.666,-2.617,-0.813,-0.03433,-0.882,3.258,1.438,1.56,0.642,3.293,0.284,1.176,-2.975,-1.883,-2.627,-4.79,-6.348,-16.38,-9.875,-10.03,-6.645,-1.9375,-3.666,-0.1906,-11.55,-0.03433,-0.813,2.941,1.67,-1.718,-2.01,1.176,-2.975,-5.3,0.642,3.293,-1.781,-1.318,-0.2986,1.092,-5.7,-5.645,-2.617,-3.855,-5.76,-0.646,-1.793,0.284,-12.31,-12.41
c,1,-8.11,-9.55,-8.9,-10.71,-11.11,-7.973,-8.55,-6.453,-7.49,-7.492,-8.66,-3.03,-4.027,-8.305,-6.96,-4.902,-3.645,-3.367,-5.11,-5.543,-0.669,-0.609,-2.639,-3.473,-0.2443,-10.39,-8.1,-6.8,-6.24,-9.58,-14.74,-8.0,-8.9,-10.71,-6.375,-7.29,-6.96,-8.305,-9.75,-3.367,-3.645,-4.734,-5.707,-8.94,-7.38,-10.39,-8.1,-8.55,-2.639,-3.473,-4.676,-6.527,-2.164,-1.334,-6.645,-8.55,-4.902,-3.89,-7.484,-3.768,-5.363,-0.2443,-8.9,-8.75
c,1,-2.186,-1.126,-3.572,-0.3433,-3.65,-3.258,-4.863,-1.734,-1.622,-1.824,-0.9937,-0.6543,-1.813,-1.705,-2.307,-0.5786,-2.934,0.03424,-4.805,-0.5615,-3.057,-1.079,-4.254,-0.7446,-1.634,-2.215,-5.98,-7.7,-9.32,-10.98,-13.445,2.422,-3.572,-0.3433,-4.145,-2.084,-2.307,-1.705,-2.146,0.03424,-2.934,-0.3015,-3.42,-1.747,-3.771,-2.215,-5.98,-4.863,-4.254,-0.7446,-7.72,-2.803,-1.988,0.389,-12.76,-11.22,-0.5786,-10.44,-10.99,-5.45,-5.293,-1.634,-5.91,-5.855
c,1,-9.9,-8.734,-6.254,-8.93,-9.95,-5.566,-6.336,-4.707,-6.45,-1.737,-17.44,-1.23,-4.125,-3.402,-8.12,-4.47,-3.945,-0.729,-3.867,0.3315,-0.1138,1.832,-1.944,1.528,0.6377,-2.338,-5.97,-1.588,-5.16,-2.791,-7.176,-5.91,-6.254,-8.93,-4.773,-2.871,-8.12,-3.402,-9.13,-0.729,-3.945,1.868,-2.64,-6.69,-5.926,-2.338,-5.97,-6.336,-1.944,1.528,-4.7,-1.555,-0.5244,1.308,-4.97,-4.215,-4.47,0.594,-4.023,0.2382,-3.436,0.6377,-11.18,-11.05
c,1,-7.754,-7.83,-16.45,-7.164,-2.326,-3.95,-4.703,-2.367,0.52,-4.21,-4.184,-1.066,-0.1187,-4.99,0.2605,2.914,-0.5273,0.5527,-1.564,-0.199,-0.9297,0.595,-1.021,1.886,0.7583,-1.117,-1.208,-2.357,-2.326,-5.652,6.414,-10.72,-16.45,-7.164,-3.451,-4.516,0.2605,-4.99,-7.33,0.5527,-0.5273,-1.208,-0.9844,1.841,-1.664,-1.117,-1.208,-4.703,-1.021,1.886,-3.318,0.8457,2.844,-0.1691,-6.348,-5.992,2.914,-3.637,-5.613,0.1497,0.012505,0.7583,-9.836,-9.734
c,1,-8.11,-6.027,-9.875,-5.266,-8.16,-6.855,-8.7,-5.22,-5.242,-4.344,-6.574,-2.844,-3.244,-6.723,-7.23,-4.207,-4.117,-2.49,-3.02,1.554,0.1443,2.066,-2.486,1.42,2.127,-2.752,-5.523,-0.869,0.425,-1.824,-2.307,-5.113,-9.875,-5.266,-6.082,-6.43,-7.23,-6.723,-7.008,-2.49,-4.117,-1.391,-4.992,-4.29,-6.754,-2.752,-5.523,-8.7,-2.486,1.42,-3.049,0.3967,0.4692,0.3323,-4.414,-3.41,-4.207,-3.105,-0.4,2.955,1.177,2.127,-7.812,-7.69
c,1,2.572,1.254,1.551,-0.9976,-0.3262,1.552,1.569,2.309,-1.302,-2.16,-7.45,1.726,-1.339,-5.043,-10.195,0.8423,-3.396,0.792,-6.51,0.81,-1.844,0.392,-3.61,0.3826,0.0724,-2.934,-9.03,-4.93,-7.562,-9.84,-14.59,1.845,1.551,-0.9976,-6.688,0.454,-10.195,-5.043,0.508,0.792,-3.396,-1.205,-6.46,0.9683,-0.308,-2.934,-9.03,1.569,-3.61,0.3826,-6.887,-1.571,-3.773,0.4827,-10.6,-8.15,0.8423,-8.17,-12.09,-1.83,-4.625,0.0724,-10.93,-10.81
c,1,-12.6,-10.65,-11.08,-9.555,-8.875,-6.758,-7.305,-6.227,-6.395,-3.932,-7.15,-1.602,-1.95,-4.812,-5.836,-0.6274,-3.764,-3.342,-3.432,-1.818,-2.791,-1.219,-3.523,-2.76,-1.357,-2.37,-4.297,-6.605,-6.566,-7.23,-3.096,-17.33,-11.08,-9.555,-9.23,-7.26,-5.836,-4.812,-11.266,-3.342,-3.764,-1.809,-5.17,-6.086,-5.605,-2.37,-4.297,-7.305,-3.523,-2.76,-5.176,-4.86,-0.844,-0.8433,-5.3,-7.277,-0.6274,-8.22,-7.39,-3.781,-5.383,-1.357,-6.805,-6.84
c,1,-10.82,-10.3,-11.664,-9.695,-9.34,-7.496,-8.805,-4.906,-8.56,-5.504,-8.53,-2.885,-5.13,-9.93,-13.2,-4.38,-6.344,-3.562,-6.656,-5.332,-0.2112,1.259,-4.453,-1.56,0.4436,-6.926,-10.38,-4.492,-6.57,-8.42,-13.734,-9.19,-11.664,-9.695,-11.42,-6.14,-13.2,-9.93,-11.27,-3.562,-6.344,-4.527,-8.48,-8.984,-7.445,-6.926,-10.38,-8.805,-4.453,-1.56,-5.883,-5.055,-0.2422,0.3586,-9.26,-10.33,-4.38,-5.504,-12.2,-1.475,-1.538,0.4436,-12.96,-12.81
c,1,-4.82,-2.832,-3.861,-2.334,-1.779,-0.4436,-2.426,0.3738,-0.08777,-0.8457,-0.6885,-0.2205,-0.173,-2.139,-4.695,-0.3835,-0.6567,0.91,-3.457,-1.41,-1.326,-1.694,-1.996,-0.2827,-1.332,-2.262,-4.13,-9.33,-10.01,-11.28,-11.664,-7.66,-3.861,-2.334,-1.812,-1.123,-4.695,-2.139,-3.312,0.91,-0.6567,0.0353,-1.056,0.705,-0.324,-2.262,-4.13,-2.426,-1.996,-0.2827,-7.188,-5.418,-0.468,0.2754,-10.81,-10.15,-0.3835,-10.58,-10.14,-5.016,-6.848,-1.332,-5.938,-6.09
c,1,-0.3674,-0.8755,-0.899,-0.186,-1.887,-2.182,-4.04,-1.196,-0.8,0.4722,1.797,-0.7295,-1.721,-1.292,-0.3018,-0.1138,-0.767,-0.5386,1.951,5.25,1.766,2.426,1.847,4.633,1.51,3.07,1.401,1.324,1.482,-0.608,-9.62,2.736,-0.899,-0.186,3.771,-0.3936,-0.3018,-1.292,-0.989,-0.5386,-0.767,2.285,2.943,2.67,-2.646,3.07,1.401,-4.04,1.847,4.633,1.427,4.684,6.78,1.435,-1.048,0.1906,-0.1138,0.3809,-0.713,2.422,3.164,1.51,-4.332,-4.29
c,1,-6.223,-3.344,-7.676,-3.945,-3.805,-0.815,-1.52,-0.4458,-2.086,-2.309,-8.266,0.8457,-1.3545,-5.082,-8.93,-0.8066,-2.219,0.3333,-5.71,-4.6,-2.166,-1.306,-4.703,-2.07,-1.85,-5.305,-6.633,-7.53,-10.016,-11.96,-14.56,-15.25,-7.676,-3.945,-6.79,-0.2249,-8.93,-5.082,-5.68,0.3333,-2.219,-2.336,-5.2,-1.22,-2.707,-5.305,-6.633,-1.52,-4.703,-2.07,-7.156,-6.562,-2.15,0.1242,-8.95,-10.484,-0.8066,-10.31,-12.664,-5.09,-7.117,-1.85,-11.87,-11.9
c,1,-11.29,-10.05,-11.04,-9.35,-7.65,-5.2,-5.54,-1.603,-6.49,-2.111,-4.195,-0.0821,-3.293,-5.434,-9.63,-1.469,-4.367,-0.88,-6.656,-3.605,-1.981,-1.255,-3.396,-0.419,-1.09,-4.742,-8.44,-8.945,-12.94,-12.31,-17.03,-14.53,-11.04,-9.35,-10.6,-2.783,-9.63,-5.434,-11.15,-0.88,-4.367,-0.1642,-5.234,-1.07,-4.133,-4.742,-8.44,-5.54,-3.396,-0.419,-9.76,-6.62,-2.139,0.3298,-12.766,-10.63,-1.469,-8.12,-12.98,-6.58,-9.336,-1.09,-14.01,-13.99
c,1,-7.957,-8.195,-5.16,-8.016,-5.01,-3.004,-2.768,-1.736,-2.969,-1.652,-4.76,0.1863,-0.1024,-4.22,-7.797,-0.02037,-1.168,0.0722,-3.357,-0.888,-0.1635,-0.663,-1.064,1.258,-1.431,-6.86,-6.758,-8.14,-11.51,-13.58,-37.8,-11.57,-5.16,-8.016,-6.805,-2.084,-7.797,-4.22,-8.03,0.0722,-1.168,0.7373,-3.309,-1.989,-1.878,-6.86,-6.758,-2.768,-1.064,1.258,-6.457,-7.03,0.627,0.021,-12.06,-11.74,-0.02037,-13.95,-15.86,-5.31,-5.945,-1.431,-10.43,-10.49
c,1,-15.65,-12.45,-14.72,-10.13,-10.71,-9.34,-11.03,-7.082,-6.312,-7.473,-6.504,-3.697,-3.977,-10.555,-8.2,-4.137,-4.508,-3.234,-4.055,-1.957,-0.1169,1.878,-2.113,-0.992,1.599,-5.324,-4.797,-1.388,-1.9,-5.08,-3.684,-19.2,-14.72,-10.13,-8.19,-7.812,-8.2,-10.555,-14.29,-3.234,-4.508,-4.07,-6.254,-5.125,-7.918,-5.324,-4.797,-11.03,-2.113,-0.992,-3.648,-2.014,1.2,0.1785,-5.543,-6.504,-4.137,0.4382,-4.105,1.424,0.51,1.599,-17.9,-17.89
c,1,2.6,4.254,1.198,4.113,0.2588,2.076,0.2703,2.033,-0.03029,0.4165,-2.818,1.79,1.122,-4.23,-2.4,3.105,-0.675,3.574,-1.87,-0.4768,-2.559,-0.4521,-0.886,-0.2913,-0.3574,-3.7,-5.2,-6.9,-3.04,-6.883,11.77,25.8,1.198,4.113,-2.232,0.9814,-2.4,-4.23,2.379,3.574,-0.675,-0.04465,-3.834,2.67,-0.001099,-3.7,-5.2,0.2703,-0.886,-0.2913,-2.443,-3.494,-0.4268,0.2078,-6.156,-9.3,3.105,-9.84,-2.455,-3.762,-1.365,-0.3574,-7.49,-7.6
c,1,-7.047,-5.008,-4.69,-5.465,-5.35,-4.91,-5.348,-3.588,-5.746,-5.977,-7.82,-1.482,-3.072,-9.445,-7.734,-4.42,-3.59,-3.258,-5.316,-5.184,-0.9673,-1.115,-2.615,-3.61,-0.3364,-8.73,-7.68,-8.54,-8.53,-10.22,-1.502,-10.85,-4.69,-5.465,-5.848,-3.838,-7.734,-9.445,-6.64,-3.258,-3.59,-2.984,-7.086,-6.984,-4.465,-8.73,-7.68,-5.348,-2.615,-3.61,-5.39,-8.84,-0.1562,-0.08014,-7.285,-11.4,-4.42,-7.656,-10.234,-6.035,-5.953,-0.3364,-9.72,-9.67
c,1,-14.586,-13.33,-13.36,-12.125,-7.844,-5.336,-5.848,-2.041,-6.004,-5.207,-7.996,0.3447,-1.599,-6.703,-11.34,-1.674,-3.988,-1.739,-8.02,-7.082,-2.562,-2.686,-5.02,-4.12,-2.26,-10.71,-11.17,-11.65,-11.94,-14.4,-18.84,-20.38,-13.36,-12.125,-9.1,-4.195,-11.34,-6.703,-14.17,-1.739,-3.988,-4.613,-4.945,-3.588,-3.465,-10.71,-11.17,-5.848,-5.02,-4.12,-9.64,-10.39,-2.953,-0.699,-11.69,-15.96,-1.674,-13.49,-15.14,-7.562,-8.516,-2.26,-17.23,-17.03
c,1,0.621,0.8027,-0.8286,2.057,-3.86,-4.027,-4.383,-4.79,-3.566,-4.574,-2.857,-3.762,-2.764,-4.836,-1.837,-3.318,-3.1,-2.947,0.2004,1.251,2.3,3.277,1.748,2.818,3.215,1.204,-1.015,4.71,4.504,2.656,25.19,-3.246,-0.8286,2.057,-3.578,-3.79,-1.837,-4.836,0.1256,-2.947,-3.1,-2.729,-3.836,-4.54,-4.016,1.204,-1.015,-4.383,1.748,2.818,1.232,3.916,0.599,0.33,0.2874,2.318,-3.318,4.617,0.2495,5.76,4.42,3.215,-0.8164,-0.7446
c,1,1.099,3.477,-0.9653,3.004,1.865,6.094,4.93,5.938,1.012,2.36,3.088,3.479,1.372,0.2239,-0.967,0.6167,0.493,2.486,0.1338,-1.207,-0.0864,-0.3027,-0.1395,-0.1876,-0.255,-2.863,-1.59,-5.527,-3.55,-7.336,-6.766,-1.27,-0.9653,3.004,-2.58,3.648,-0.967,0.2239,2.307,2.486,0.493,2.074,-0.588,4.277,2.398,-2.863,-1.59,4.93,-0.1395,-0.1876,-2.04,-2.908,-0.7812,0.8394,-2.691,-6.17,0.6167,-4.848,-5.445,-3.203,-2.834,-0.255,2.281,2.23
c,1,-10.13,-9.15,-9.984,-10.63,-3.715,-3.064,-2.965,-2.102,-3.549,-5.26,-8.875,-0.455,-1.227,-8.01,-8.945,-0.637,-3.568,-2.1,-6.49,-6.016,-2.342,-1.57,-4.348,-3.102,-1.137,-7.08,-9.56,-9.95,-8.64,-12.89,-14.36,-14.52,-9.984,-10.63,-6.98,-5.15,-8.945,-8.01,-8.67,-2.1,-3.568,-4.305,-8.52,-1.806,-1.485,-7.08,-9.56,-2.965,-4.348,-3.102,-7.625,-6.33,-1.569,-1.039,-9.69,-12.43,-0.637,-12.64,-11.71,-5.777,-7.99,-1.137,-18.61,-18.61
c,1,-7.625,-9.1,-7.777,-9.06,-3.623,-3.912,-3.738,-1.822,-1.835,-5.66,-4.254,-0.2937,0.445,-9.26,-6.2,4.035,-2.205,-1.349,-6.35,-2.803,-2.951,-2.156,-5.2,-3.387,-1.87,-8.09,-7.344,-8.445,-8.87,-11.4,-18.45,-12.07,-7.777,-9.06,-1.731,-5.613,-6.2,-9.26,-8.19,-1.349,-2.205,-5.188,-5.32,0.834,-0.9834,-8.09,-7.344,-3.738,-5.2,-3.387,-7.953,-6.12,-0.752,-0.8394,-13.3,-10.836,4.035,-9.89,-14.016,-4.72,-6.164,-1.87,-13.93,-13.984
c,1,-11.94,-7.68,-13.51,-6.28,-9.51,-7.273,-9.516,-4.875,-11.58,-3.86,-15.8,-2.662,-6.684,-4.06,-12.93,-5.023,-9.375,-3.133,-8.836,-0.5312,-1.319,1.46,-6.438,-0.7114,1.701,-4.047,-10.92,-3.979,-6.457,-6.645,-22.3,-12.46,-13.51,-6.28,-12.02,-3.21,-12.93,-4.06,-9.78,-3.133,-9.375,-2.629,-9.56,-9.086,-9.82,-4.047,-10.92,-9.516,-6.438,-0.7114,-7.77,-1.885,-4.152,0.1925,-8.37,-4.516,-5.023,-6.094,-8.45,-0.8022,-5.207,1.701,-13.06,-13.055
c,1,-10.22,-11.336,-13.62,-13.086,-10.06,-9.71,-11.18,-9.65,-7.496,-11.766,-10.11,-6.79,-4.754,-14.3,-12.78,-2.002,-6.95,-7.984,-6.867,-4.633,0.2627,-0.1246,-2.709,-1.876,2.361,-9.7,-9.45,-3.797,-4.34,-6.668,-6.652,-15.07,-13.62,-13.086,-7.438,-11.93,-12.78,-14.3,-10.64,-7.984,-6.95,-8.78,-5.766,-5.816,-8.61,-9.7,-9.45,-11.18,-2.709,-1.876,-6.785,-2.93,1.398,-2.75,-8.72,-7.465,-2.002,-3.719,-6.297,-0.5522,-0.8477,2.361,-22.14,-22.1
c,1,-0.1936,-1.265,-8.35,-2.822,-3.4,0.2389,-1.061,0.0611,-3.854,0.1436,-6.36,1.007,-1.341,-2.04,-6.14,-0.4663,-3.021,-0.732,-4.613,-1.093,-3.299,-2.506,-4.375,-0.252,-2.568,-3.94,-2.436,-0.747,-6.082,-5.977,-6.27,-9.85,-8.35,-2.822,-8.016,-1.068,-6.14,-2.04,-3.66,-0.732,-3.021,0.5938,-5.234,1.537,-3.248,-3.94,-2.436,-1.061,-4.375,-0.252,-6.586,-4.184,-2.773,-0.5728,0.2211,-3.926,-0.4663,-7.906,-6.527,-4.59,-5.99,-2.568,-15.47,-15.34
c,1,-9.664,-10.914,-7.445,-11.45,-6.934,-8.586,-6.918,-5.477,-4.57,-6.234,-0.934,-2.225,-1.548,-7.24,-7.367,-4.254,0.1023,-3.395,8.83,8.06,7.78,8.68,8.88,8.445,6.844,9.19,5.766,11.55,11.11,18.05,14.25,-12.48,-7.445,-11.45,-3.025,-8.61,-7.367,-7.24,-10.01,-3.395,0.1023,0.257,3.213,-5.63,-5.586,9.19,5.766,-6.918,8.88,8.445,10.79,18.0,2.092,1.51,21.19,24.84,-4.254,11.12,14.555,9.984,10.96,6.844,-8.1,-8.04
c,1,-4.305,-1.7705,-4.082,-2.455,1.063,0.1793,1.051,0.2944,4.043,-5.457,-6.89,2.627,4.457,-8.28,-6.105,5.41,-2.5,-2.143,-8.695,-9.164,-4.086,-3.656,-6.863,-6.562,-2.465,-12.93,-12.414,-6.715,-8.086,-13.85,-11.69,-2.564,-4.082,-2.455,-6.016,-4.47,-6.105,-8.28,-1.482,-2.143,-2.5,-7.29,-8.125,1.119,6.52,-12.93,-12.414,1.051,-6.863,-6.562,-2.139,-11.0,-0.2556,-0.629,-6.348,-16.72,5.41,-8.26,-12.52,-7.562,-8.11,-2.465,-8.95,-8.98
c,1,3.518,-0.736,0.198,-1.316,1.611,1.076,1.169,0.0489,7.64,-1.017,-1.512,2.148,0.6074,-3.684,1.317,3.941,0.6274,1.925,-2.523,0.5347,0.897,3.525,-0.696,3.078,1.866,-0.186,-4.637,1.983,-0.6753,-0.015305,-6.312,-2.865,0.198,-1.316,1.705,-1.902,1.317,-3.684,-1.476,1.925,0.6274,-1.392,-1.549,2.445,3.172,-0.186,-4.637,1.169,-0.696,3.078,-2.254,2.71,1.741,5.035,-8.06,0.512,3.941,3.11,-4.156,0.832,-0.7666,1.866,-7.04,-7.137
